Test Case_ID,Test Case,Functionality
TC_7973,Check if user attempts 2 retry,Positive
TC_7974,Check If a User wishes to change captured photo,Positive
TC_7975,Check by filling APPLICANT CONSENT TAB,Positive
TC_7976,Check by filling APPLICATION E-SIGN tab,Positive
TC_7977,Check by filling COMPLETION tab,Positive
TC_7978,Check application form after esign,Positive
TC_7979,"Check whether user is able to see following panel
1. Applicant PAN verification.
2. Identity details
3. Contact details
4. Occupation and Education details.
5. Name difference declaration
6. Fatca / CRS declaration
7. Specimen signature 
8. Preview application ",Positive
TC_7980,Check by filling APPLICANT PAN VERIFICATION and proceed further,Positive
TC_7981,Check by filling IDENTITY DETAILS tab and proceed further,Positive
TC_7982,"Check In case there are errors in the OCR read,that all 12-digits of the Aadhaar number have returned as �XXXX�",Positive
TC_7983,Check If the User clicks on �Save� without updating the last 4 digits,Negative
TC_7984,Check if user clicks on save button with upadting the last 4 digits,Positive
TC_7985,Check by filling CONTACT DETAILS tab,Positive
TC_7986,Check by filling OCCUPATION & EDUCATION DETAILS tab,Positive
TC_7987,Check by filling INVESTMENT / RISK PROFILE tab,Positive
TC_7988,Check by filling NAME DIFFERENCE DECLARATION tab,Positive
TC_7989,Check by filling FATCA / CRS DECLARATION tab,Positive
TC_7990,Check  Preview form and proceed further,Positive
TC_7991,Complete esign for second holder,Positive
TC_7992,Check by filling Live photo capture ,Positive
TC_7993,Check if Liveness status  as PASS,Positive
TC_7994,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_7995,Check if user attempts 2 retry,Positive
TC_7996,Check If a User wishes to change captured photo by clicking on change document,Positive
TC_7997,Check whether after clicking live photo user is able to see GPS and Time  ,Positive
TC_7998,Check whether user is able to click on Next button after clicking on ,Positive
TC_7999,Check by filling APPLICANT CONSENT TAB,Positive
TC_8000,Check by filling APPLICATION E-SIGN tab,Positive
TC_8001,Check by filling COMPLETION tab,Positive
TC_8002,Check application form after esign,Positive
TC_8003,Complete esign for third holder,Positive
TC_8004,Check by filling Live photo capture ,Positive
TC_8005,Check if Liveness status  as PASS,Positive
TC_8006,Check status if face not matched to the face on the ID proof provided in identity details,Positive
TC_8007,Check if user attempts 2 retry,Positive
TC_8008,Check If a User wishes to change captured photo by clicking on change document,Positive
TC_8009,Check whether after clicking live photo user is able to see GPS and Time  ,Positive
TC_8010,Check whether user is able to click on Next button after clicking on ,Positive
TC_8011,Check by filling APPLICANT CONSENT TAB,Positive
TC_8012,Check by filling APPLICATION E-SIGN tab,Positive
TC_8013,Check by filling COMPLETION tab,Positive
TC_8014,Check application form after esign,Positive
TC_8015,Check data in PDF ,Positive
TC_8016,Check whether same application id is displayed in Admin module login,Positive
TC_8017,Check whether same application id is displayed in Checker module login,Positive
TC_8018,Check if changes done by admin are displayed on checker login and vice versa ,Positive
TC_8019,Check whether user is able to see same application ID on checker login  ,Positive
TC_8020,Check user is able to click on investor name,Positive
TC_8021,Check user is able to see distributor/branch details on distributor/branch details panel,Positive
TC_8022,Check user is able to click on next button,Positive
TC_8023,Check user is able to see applicants details in appliant details panel,Positive
TC_8024,Check user is able to see identity details on identity details panel (first holder),Positive
TC_8025,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_8026,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_8027,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_8028,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_8029,"Check user is not able to see nominee details on nominee details panel (first holder) as Nominee details option was selected as ""NO""",Positive
TC_8030,Check user is able to see bank account details on bank details(first holder) panel,Positive
TC_8031,Check user is able to investment details in investment details (first holder) panel,Positive
TC_8032,Check user is able to see fee structure on fee structure (first holder) panel,Positive
TC_8033,Check user is able to see source of investement and PMLA details on panel,Positive
TC_8034,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_8035,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_8036,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_8037,Check user is able to see applicants details in appliant details panel,Positive
TC_8038,Check user is able to see identity details on identity details panel (first holder),Positive
TC_8039,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_8040,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_8041,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_8042,Check user is able to see fatca details on fatca/crs declaration (first holder) panel,Positive
TC_8043,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_8044,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_8045,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_8046,Check user is able to see applicants details in appliant details panel,Positive
TC_8047,Check user is able to see identity details on identity details panel (first holder),Positive
TC_8048,Check user is able to see contact details on contact details(first holder) panel,Positive
TC_8049,Check user is able to see occupation and education details on occupation and education details(first holder) panel,Positive
TC_8050,Check user is able to see name differance data on name differance declaration (first holder) panel,Positive
TC_8051,Check user is able to see fataca details on fatca/crs declaration (first holder) panel,Positive
TC_8052,Check user is able to see specimen signature on specimen signature(first holder) panel,Positive
TC_8053,Check user is able to see proof of identity on proof of identity (first holder) panel,Positive
TC_8054,Check user is able to see complete review details on complete review (first holder) panel,Positive
TC_8055,Check user is able to see reviewed status,Positive
TC_8056,Check whether same application id is displayed in Authsign module login,Positive
TC_8057,Check whether user is able to perform countersign on application by Authsign ,Positive
TC_8058,Check whether same application id is displayed in Trustee module login,Positive
